,sci_name
13341,Oreoscoptes montanus
13342,Toxostoma bendirei
13343,Toxostoma crissale
13344,Toxostoma curvirostre
13345,Baeolophus ridgwayi
13346,Baeolophus wollweberi
13347,Poecile gambeli
13348,Cardellina rubrifrons
13349,Dendroica coronata
13350,Dendroica graciae
13351,Dendroica nigrescens
13352,Dendroica occidentalis
13353,Dendroica petechia
13354,Dendroica townsendi
13355,Geothlypis trichas
13356,Icteria virens
13357,Myioborus pictus
13358,Oporornis tolmiei
13359,Parula americana
13360,Vermivora celata
13361,Vermivora luciae
13362,Vermivora ruficapilla
13363,Vermivora virginiae
13364,Wilsonia pusilla
13365,Passer domesticus
13366,Peucedramus taeniatus
13367,Polioptila caerulea
13368,Polioptila melanura
13369,Phainopepla nitens
13370,Regulus calendula
13371,Regulus satrapa
13372,Auriparus flaviceps
13373,Sitta canadensis
13374,Sitta carolinensis
13375,Sitta pygmaea
13376,Sturnus vulgaris
13377,Campylorhynchus brunneicapillus
13378,Catherpes mexicanus
13379,Cistothorus palustris
13380,Salpinctes obsoletus
13381,Thryomanes bewickii
13382,Troglodytes aedon
13383,Catharus guttatus
13384,Myadestes townsendi
13385,Sialia currucoides
13386,Sialia mexicana
13387,Turdus migratorius
13388,Camptostoma imberbe
13389,Contopus cooperi
13390,Contopus pertinax
13391,Contopus sordidulus
13392,Empidonax difficilis
13393,Empidonax fulvifrons
13394,Empidonax hammondii
13395,Empidonax oberholseri
13396,Empidonax occidentalis
13397,Empidonax wrightii
13398,Myiarchus cinerascens
13399,Myiarchus tuberculifer
13400,Myiarchus tyrannulus
13401,Myiodynastes luteiventris
13402,Pyrocephalus rubinus
13403,Sayornis nigricans
13404,Sayornis saya
13405,Tyrannus verticalis
13406,Tyrannus vociferans
13407,Vireo bellii
13408,Vireo cassinii
13409,Vireo flavoviridis
13410,Vireo gilvus
13411,Vireo huttoni
13412,Vireo plumbeus
13413,Vireo solitarius
13414,Vireo vicinior
13415,Ardea herodias
13416,Nycticorax nycticorax
13417,Colaptes auratus
13418,Colaptes chrysoides
13419,Melanerpes formicivorus
13420,Melanerpes lewis
13421,Melanerpes uropygialis
13422,Picoides arizonae
13423,Picoides scalaris
13424,Picoides villosus
13425,Sphyrapicus nuchalis
13426,Sphyrapicus thyroideus
13427,Aegolius acadicus
13428,Asio otus
13429,Bubo virginianus
13430,Glaucidium gnoma
13431,Megascops kennicottii
13432,Megascops trichopsis
13433,Micrathene whitneyi
13434,Otus flammeolus
13435,Strix occidentalis
13436,Tyto alba
13437,Trogon elegans
13438,Elgaria kingii
13439,Arizona elegans
13440,Chilomeniscus stramineus
13441,Diadophis punctatus
13442,Hypsiglena torquata
13443,Lampropeltis getula
13444,Lampropeltis pyromelana
13445,Masticophis bilineatus
13446,Masticophis flagellum
13447,Phyllorhynchus browni
13448,Pituophis catenifer
13449,Rhinocheilus lecontei
13450,Salvadora deserticola
13451,Salvadora grahamiae
13452,Salvadora hexalepis
13453,Sonora semiannulata
13454,Tantilla hobartsmithi
13455,Thamnophis cyrtopsis
13456,Trimorphodon biscutatus
13457,Micruroides euryxanthus
13458,Coleonyx variegatus
13459,Heloderma suspectum
13460,Callisaurus draconoides
13461,Cophosaurus texanus
13462,Crotaphytus collaris
13463,Dipsosaurus dorsalis
13464,Gambelia wislizenii
13465,Holbrookia maculata
13466,Phrynosoma hernandesi
13467,Phrynosoma solare
13468,Sceloporus clarkii
13469,Sceloporus magister
13470,Sceloporus tristichus
13471,Urosaurus ornatus
13472,Uta stansburiana
13473,Leptotyphlops humilis
13474,Eumeces obsoletus
13475,Cnemidophorus burti
13476,Cnemidophorus flagellicaudus
13477,Cnemidophorus sonorae
13478,Cnemidophorus tigris
13479,Crotalus atrox
13480,Crotalus cerastes
13481,Crotalus molossus
13482,Crotalus oreganus
13483,Crotalus scutulatus
13484,Crotalus tigris
13485,Crotalus viridis
13486,Terrapene ornata
13487,Kinosternon sonoriense
13488,Gopherus agassizii
13489,Bufo alvarius
13490,Bufo cognatus
13491,Bufo punctatus
13492,Hyla arenicolor
13493,Rana catesbeiana
13494,Rana yavapaiensis
13495,Scaphiopus couchii
13496,Spea multiplicata
13497,Bos taurus
13498,Ovis canadensis
13499,Odocoileus hemionus
13500,Sus scrofa
13501,Canis latrans
13502,Urocyon cinereoargenteus
13503,Lynx rufus
13504,Puma concolor
13505,Mephitis mephitis
13506,Spilogale putorius
13507,Martes americana
13508,Martes pennanti
13509,Mustela erminea
13510,Mustela frenata
13511,Taxidea taxus
13512,Bassariscus astutus
13513,Procyon lotor
13514,Ursus americanus
13515,Eumops perotis
13516,Tadarida brasiliensis
13517,Antrozous pallidus
13518,Eptesicus fuscus
13519,Euderma maculatum
13520,Lasionycteris noctivagans
13521,Lasiurus blossevillii
13522,Lasiurus cinereus
13523,Myotis californicus
13524,Myotis ciliolabrum
13525,Myotis evotis
13526,Myotis lucifugus
13527,Myotis thysanodes
13528,Myotis volans
13529,Myotis yumanensis
13530,Pipistrellus hesperus
13531,Plecotus townsendii
13532,Didelphis virginiana
13533,Lepus townsendii
13534,Sylvilagus bachmani
13535,Ochotona princeps
13536,Aplodontia rufa
13537,Castor canadensis
13538,Microtus californicus
13539,Microtus longicaudus
13540,Microtus montanus
13541,Neotoma cinerea
13542,Neotoma macrotis simplex
13543,Peromyscus boylii
13544,Peromyscus californicus
13545,Peromyscus maniculatus
13546,Peromyscus truei
13547,Reithrodontomys megalotis
13548,Zapus princeps
13549,Erethizon dorsatum
13550,Thomomys bottae
13551,Thomomys monticola
13552,Chaetodipus californicus
13553,Glaucomys sabrinus
13554,Marmota flaviventris
13555,Sciurus griseus
13556,Spermophilus beecheyi
13557,Spermophilus beldingi
13558,Spermophilus lateralis
13559,Tamias alpinus
13560,Tamias merriami
13561,Tamias speciosus
13562,Tamiasciurus douglasii
13563,Sorex monticolus
13564,Sorex ornatus
13565,Sorex palustris
13566,Sorex trowbridgii
13567,Scapanus latimanus
13568,Accipiter cooperii
13569,Accipiter gentilis
13570,Accipiter striatus
13571,Aquila chrysaetos
13572,Buteo jamaicensis
13573,Buteo lagopus
13574,Buteo lineatus
13575,Buteo platypterus
13576,Buteo swainsoni
13577,Circus cyaneus
13578,Elanus leucurus
13579,Haliaeetus leucocephalus
13580,Cathartes aura
13581,Pandion haliaetus
13582,Aix sponsa
13583,Anas acuta
13584,Anas crecca
13585,Anas platyrhynchos
13586,Anas strepera
13587,Aythya affinis
13588,Branta canadensis
13589,Bucephala albeola
13590,Cygnus atratus
13591,Cygnus columbianus
13592,Histrionicus histrionicus
13593,Melanitta perspicillata
13594,Mergus merganser
13595,Oxyura jamaicensis
13596,Aeronautes saxatalis
13597,Chaetura vauxi
13598,Cypseloides niger
13599,Archilochus alexandri
13600,Calypte anna
13601,Selasphorus rufus
13602,Selasphorus sasin
13603,Stellula calliope
13604,Chordeiles minor
13605,Phalaenoptilus nuttallii
13606,Charadrius vociferus
13607,Larus californicus
13608,Sterna caspia
13609,Recurvirostra americana
13610,Actitis macularia
13611,Gallinago gallinago
13612,Phalaropus lobatus
13613,Columba livia
13614,Patagioenas fasciata
13615,Zenaida macroura
13616,Megaceryle alcyon
13617,Geococcyx californianus
13618,Falco columbarius
13619,Falco mexicanus
13620,Falco peregrinus
13621,Falco rusticolus
13622,Falco sparverius
13623,Callipepla californica
13624,Oreortyx pictus
13625,Alectoris chukar
13626,Dendragapus obscurus
13627,Lagopus leucura
13628,Meleagris gallopavo
13629,Pavo cristatus
13630,Gavia immer
13631,Fulica americana
13632,Psaltriparus minimus
13633,Eremophila alpestris
13634,Bombycilla cedrorum
13635,Bombycilla garrulus
13636,Guiraca caerulea
13637,Passerina amoena
13638,Pheucticus ludovicianus
13639,Pheucticus melanocephalus
13640,Piranga ludoviciana
13641,Piranga rubra
13642,Certhia americana
13643,Cinclus mexicanus
13644,Aphelocoma californica
13645,Corvus brachyrhynchos
13646,Corvus corax
13647,Cyanocitta stelleri
13648,Gymnorhinus cyanocephalus
13649,Nucifraga columbiana
13650,Aimophila ruficeps
13651,Amphispiza belli
13652,Amphispiza bilineata
13653,Chondestes grammacus
13654,Junco hyemalis
13655,Melospiza lincolnii
13656,Melospiza melodia
13657,Passerculus sandwichensis
13658,Passerella iliaca
13659,Pipilo chlorurus
13660,Pipilo crissalis
13661,Pipilo maculatus
13662,Pooecetes gramineus
13663,Spizella atrogularis
13664,Spizella breweri
13665,Spizella passerina
13666,Zonotrichia atricapilla
13667,Zonotrichia leucophrys
13668,Carduelis lawrencei
13669,Carduelis pinus
13670,Carduelis psaltria
13671,Carduelis tristis
13672,Carpodacus cassinii
13673,Carpodacus mexicanus
13674,Carpodacus purpureus
13675,Coccothraustes vespertinus
13676,Leucosticte tephrocotis
13677,Loxia curvirostra
13678,Pinicola enucleator
13679,Hirundo rustica
13680,Petrochelidon pyrrhonota
13681,Progne subis
13682,Stelgidopteryx serripennis
13683,Tachycineta bicolor
13684,Tachycineta thalassina
13685,Agelaius phoeniceus
13686,Euphagus cyanocephalus
13687,Icterus bullockii
13688,Icterus cucullatus
13689,Molothrus ater
13690,Quiscalus mexicanus
13691,Sturnella neglecta
13692,Lanius excubitor
13693,Lanius ludovicianus
13694,Dumetella carolinensis
13695,Mimus polyglottos
13696,Toxostoma redivivum
13697,Anthus rubescens
13698,Baeolophus inornatus
13699,Poecile gambeli
13700,Dendroica coronata
13701,Dendroica nigrescens
13702,Dendroica occidentalis
13703,Dendroica pensylvanica
13704,Dendroica petechia
13705,Dendroica townsendi
13706,Geothlypis trichas
13707,Oporornis tolmiei
13708,Vermivora celata
13709,Vermivora luciae
13710,Vermivora ruficapilla
13711,Wilsonia pusilla
13712,Passer domesticus
13713,Polioptila caerulea
13714,Phainopepla nitens
13715,Regulus calendula
13716,Regulus satrapa
13717,Sitta canadensis
13718,Sitta carolinensis
13719,Sitta pygmaea
13720,Sturnus vulgaris
13721,Chamaea fasciata
13722,Catherpes mexicanus
13723,Salpinctes obsoletus
13724,Thryomanes bewickii
13725,Troglodytes aedon
13726,Troglodytes troglodytes
13727,Catharus guttatus
13728,Catharus ustulatus
13729,Ixoreus naevius
13730,Myadestes townsendi
13731,Sialia currucoides
13732,Sialia mexicana
13733,Turdus migratorius
13734,Contopus cooperi
13735,Contopus sordidulus
13736,Empidonax difficilis
13737,Empidonax hammondii
13738,Empidonax oberholseri
13739,Empidonax traillii
13740,Empidonax wrightii
13741,Myiarchus cinerascens
13742,Sayornis nigricans
13743,Sayornis saya
13744,Tyrannus tyrannus
13745,Tyrannus verticalis
13746,Vireo cassinii
13747,Vireo gilvus
13748,Vireo huttoni
13749,Ardea herodias
13750,Pelecanus erythrorhynchos
13751,Colaptes auratus
13752,Dryocopus pileatus
13753,Melanerpes formicivorus
13754,Melanerpes lewis
13755,Picoides albolarvatus
13756,Picoides arcticus
13757,Picoides nuttallii
13758,Picoides pubescens
13759,Picoides scalaris
13760,Picoides villosus
13761,Sphyrapicus nuchalis
13762,Sphyrapicus ruber
13763,Sphyrapicus thyroideus
13764,Podiceps auritus
13765,Podiceps nigricollis
13766,Podilymbus podiceps
13767,Oceanodroma melania
13768,Aegolius acadicus
13769,Asio flammeus
13770,Asio otus
13771,Bubo virginianus
13772,Glaucidium gnoma
13773,Megascops kennicottii
13774,Otus flammeolus
13775,Strix nebulosa
13776,Strix occidentalis
13777,Strix varia
13778,Tyto alba
13779,Phalacrocorax auritus
13780,Elgaria coerulea
13781,Elgaria multicarinata
13782,Charina bottae
13783,Coluber constrictor
13784,Contia tenuis
13785,Diadophis punctatus
13786,Hypsiglena torquata
13787,Lampropeltis getula
13788,Lampropeltis zonata
13789,Masticophis lateralis
13790,Pituophis catenifer
13791,Rhinocheilus lecontei
13792,Tantilla hobartsmithi
13793,Thamnophis couchii
13794,Thamnophis elegans
13795,Sceloporus graciosus
13796,Sceloporus occidentalis
13797,Eumeces gilberti
13798,Cnemidophorus tigris
13799,Crotalus oreganus
13800,Actinemys marmorata
13801,Bufo boreas
13802,Bufo canorus
13803,Pseudacris regilla
13804,Rana catesbeiana
13805,Rana muscosa
13806,Rana sierrae
13807,Batrachoseps gregarius
13808,Batrachoseps kawia
13809,Batrachoseps regius
13810,Ensatina eschscholtzii
13811,Hydromantes platycephalus
13812,Taricha torosa
13813,Odocoileus virginianus
13814,Canis latrans
13815,Urocyon cinereoargenteus
13816,Vulpes vulpes
13817,Lynx rufus
13818,Mephitis mephitis
13819,Spilogale putorius
13820,Lontra canadensis
13821,Martes pennanti
13822,Mustela frenata
13823,Mustela nivalis
13824,Neovison vison
13825,Procyon lotor
13826,Ursus americanus
13827,Eptesicus fuscus
13828,Lasionycteris noctivagans
13829,Lasiurus borealis
13830,Lasiurus cinereus
13831,Myotis leibii
13832,Myotis lucifugus
13833,Myotis septentrionalis
13834,Myotis sodalis
13835,Perimyotis subflavus
13836,Didelphis virginiana
13837,Sylvilagus floridanus
13838,Sylvilagus obscurus
13839,Castor canadensis
13840,Clethrionomys gapperi
13841,Microtus pennsylvanicus
13842,Microtus pinetorum
13843,Neotoma magister
13844,Ondatra zibethicus
13845,Peromyscus leucopus
13846,Peromyscus maniculatus
13847,Napaeozapus insignis
13848,Zapus hudsonius
13849,Mus musculus
13850,Rattus norvegicus
13851,Rattus rattus
13852,Glaucomys volans
13853,Marmota monax
13854,Sciurus carolinensis
13855,Sciurus niger
13856,Tamias striatus
13857,Tamiasciurus hudsonicus
13858,Blarina brevicauda
13859,Cryptotis parva
13860,Sorex cinereus
13861,Sorex fumeus
13862,Sorex hoyi
13863,Sorex longirostris
13864,Sorex palustris
13865,Condylura cristata
13866,Parascalops breweri
13867,Scalopus aquaticus
13868,Accipiter cooperii
13869,Accipiter gentilis
13870,Accipiter striatus
13871,Aquila chrysaetos
13872,Buteo jamaicensis
13873,Buteo lagopus
13874,Buteo lineatus
13875,Buteo platypterus
13876,Circus cyaneus
13877,Haliaeetus leucocephalus
13878,Cathartes aura
13879,Coragyps atratus
13880,Pandion haliaetus
13881,Aix sponsa
13882,Anas crecca
13883,Anas discors
13884,Anas platyrhynchos
13885,Anas rubripes
13886,Branta canadensis
13887,Cygnus columbianus columbianus
13888,Chaetura pelagica
13889,Archilochus colubris
13890,Antrostomus vociferus
13891,Chordeiles minor
13892,Charadrius vociferus
13893,Larus argentatus
13894,Larus delawarensis
13895,Sterna caspia
13896,Actitis macularia
13897,Bartramia longicauda
13898,Gallinago gallinago
13899,Scolopax minor
13900,Tringa solitaria
13901,Columba livia
13902,Zenaida macroura
13903,Megaceryle alcyon
13904,Coccyzus americanus
13905,Coccyzus erythropthalmus
13906,Falco columbarius
13907,Falco peregrinus
13908,Falco sparverius
13909,Colinus virginianus
13910,Bonasa umbellus
13911,Meleagris gallopavo
13912,Phasianus colchicus
13913,Rallus limicola
13914,Haemorhous mexicanus
13915,Haemorhous purpureus
13916,Eremophila alpestris
13917,Bombycilla cedrorum
13918,Calcarius lapponicus
13919,Plectrophenax nivalis
13920,Cardinalis cardinalis
13921,Passerina caerulea
13922,Passerina cyanea
13923,Pheucticus ludovicianus
13924,Piranga olivacea
13925,Piranga rubra
13926,Certhia americana
13927,Corvus brachyrhynchos
13928,Corvus corax
13929,Corvus ossifragus
13930,Cyanocitta cristata
13931,Ammodramus henslowii
13932,Ammodramus savannarum
13933,Junco hyemalis
13934,Melospiza georgiana
13935,Melospiza lincolnii
13936,Melospiza melodia
13937,Passerculus sandwichensis
13938,Passerella iliaca
13939,Pipilo erythrophthalmus
13940,Pooecetes gramineus
13941,Spizella arborea
13942,Spizella passerina
13943,Spizella pusilla
13944,Zonotrichia albicollis
13945,Zonotrichia leucophrys
13946,Carduelis flammea
13947,Coccothraustes vespertinus
13948,Loxia curvirostra
13949,Loxia leucoptera
13950,Pinicola enucleator
13951,Spinus pinus
13952,Spinus tristis
13953,Hirundo rustica
13954,Petrochelidon pyrrhonota
13955,Progne subis
13956,Riparia riparia
13957,Stelgidopteryx serripennis
13958,Tachycineta bicolor
13959,Agelaius phoeniceus
13960,Dolichonyx oryzivorus
13961,Euphagus carolinus
13962,Icterus galbula
13963,Icterus spurius
13964,Molothrus ater
13965,Quiscalus quiscula
13966,Sturnella magna
13967,Lanius excubitor
13968,Dumetella carolinensis
13969,Mimus polyglottos
13970,Toxostoma rufum
13971,Anthus spinoletta
13972,Baeolophus bicolor
13973,Poecile atricapillus
13974,Poecile carolinensis
13975,Cardellina canadensis
13976,Cardellina pusilla
13977,Dendroica pinus
13978,Geothlypis formosa
13979,Geothlypis philadelphia
13980,Geothlypis trichas
13981,Helmitheros vermivorum
13982,Icteria virens
13983,Mniotilta varia
13984,Oporornis agilis
13985,Oreothlypis celata
13986,Oreothlypis peregrina
13987,Oreothlypis ruficapilla
13988,Parkesia motacilla
13989,Parkesia noveboracensis
13990,Seiurus aurocapilla
13991,Setophaga americana
13992,Setophaga caerulescens
13993,Setophaga castanea
13994,Setophaga cerulea
13995,Setophaga citrina
13996,Setophaga coronata
13997,Setophaga discolor
13998,Setophaga dominica
13999,Setophaga fusca
14000,Setophaga magnolia
14001,Setophaga palmarum
14002,Setophaga pensylvanica
14003,Setophaga petechia
14004,Setophaga ruticilla
14005,Setophaga striata
14006,Setophaga tigrina
14007,Setophaga virens
14008,Vermivora chrysoptera
14009,Vermivora cyanoptera
14010,Passer domesticus
14011,Polioptila caerulea
14012,Regulus calendula
14013,Regulus satrapa
14014,Sitta canadensis
14015,Sitta carolinensis
14016,Sturnus vulgaris
14017,Thryothorus ludovicianus
14018,Troglodytes aedon
14019,Troglodytes troglodytes
14020,Catharus fuscescens
14021,Catharus guttatus
14022,Catharus minimus
14023,Catharus ustulatus
14024,Hylocichla mustelina
14025,Sialia sialis
14026,Turdus migratorius
14027,Contopus cooperi
14028,Contopus virens
14029,Empidonax alnorum
14030,Empidonax flaviventris
14031,Empidonax minimus
14032,Empidonax traillii
14033,Empidonax virescens
14034,Myiarchus crinitus
14035,Sayornis phoebe
14036,Tyrannus tyrannus
14037,Vireo flavifrons
14038,Vireo gilvus
14039,Vireo griseus
14040,Vireo olivaceus
14041,Vireo philadelphicus
14042,Vireo solitarius
14043,Ardea alba
14044,Ardea herodias
14045,Botaurus lentiginosus
14046,Bubulcus ibis
14047,Butorides virescens
14048,Nycticorax nycticorax
14049,Colaptes auratus
14050,Dryocopus pileatus
14051,Melanerpes carolinus
14052,Melanerpes erythrocephalus
14053,Picoides pubescens
14054,Picoides villosus
14055,Sphyrapicus varius
14056,Podilymbus podiceps
14057,Aegolius acadicus
14058,Asio flammeus
14059,Asio otus
14060,Bubo virginianus
14061,Megascops asio
14062,Strix varia
14063,Phalacrocorax auritus floridanus
14064,Carphophis amoenus
14065,Coluber constrictor
14066,Diadophis punctatus
14067,Elaphe alleghaniensis
14068,Elaphe guttata
14069,Heterodon platirhinos
14070,Lampropeltis calligaster rhombomaculata
14071,Lampropeltis getula
14072,Lampropeltis triangulum
14073,Nerodia sipedon
14074,Opheodrys aestivus
14075,Opheodrys vernalis
14076,Storeria occipitomaculata
14077,Thamnophis sauritus
14078,Thamnophis sirtalis
